rainfall_intensity_mmh,rainfall_24h_mm,rainfall_72h_mm,antecedent_precip_index,soil_moisture_vwc,pore_water_pressure_kpa,slope_deg,elevation_m,lithology_weakness,historical_density,distance_to_road_cut_m,distance_to_drainage_m,sensor_anomaly_score,risk_score,landslide_occurred
4.06,19.87,32.51,68.03,35.93,0.0,42.75,1115.4,3,2.04,212.9,0.2,3.05,64.6,1
8.96,77.09,189.66,154.68,71.12,34.61,17.37,420.3,4,1.93,437.2,0.3,15.14,96.3,1
8.24,88.22,129.75,127.16,61.94,29.23,30.66,1815.1,1,0.06,46.4,176.9,15.44,93.0,1
11.04,86.91,189.01,136.12,72.68,39.21,35.65,1041.1,3,1.46,186.6,75.2,19.19,100.0,1
2.07,16.96,30.74,65.56,41.37,3.02,29.52,448.2,2,1.71,78.4,91.4,4.98,54.5,0
5.24,43.71,69.38,72.88,40.21,9.85,32.81,1585.8,1,1.01,36.7,45.1,1.24,74.2,1
2.87,25.46,63.16,49.07,33.84,0.0,43.69,978.3,2,4.17,137.4,94.3,0.53,74.9,1
3.59,20.22,34.46,33.76,32.17,0.0,35.79,1010.8,4,0.72,74.5,316.8,0.02,38.5,0
1.44,10.6,18.16,30.71,27.03,0.0,28.09,1306.3,3,0.13,37.5,216.3,32.16,32.8,0
4.29,19.57,34.93,29.67,36.61,0.0,43.99,1806.7,1,2.01,13.6,17.9,7.08,65.4,1
2.54,22.82,50.69,51.87,36.88,0.83,38.13,880.3,3,1.67,242.0,10.5,5.11,57.3,1
11.06,69.59,161.7,112.8,80.13,44.94,38.49,470.0,4,8.13,253.1,127.0,4.75,96.4,1
0.39,4.76,6.79,20.03,21.23,0.0,28.41,1191.3,5,0.47,9.4,235.8,20.13,43.4,0
9.15,56.54,98.3,80.85,46.93,11.16,14.35,415.3,4,0.91,130.7,196.6,7.18,86.5,1
3.08,34.38,68.88,94.52,35.66,0.0,28.3,1764.3,1,1.11,21.3,359.3,22.78,70.1,1
6.25,25.37,47.3,46.35,33.76,0.0,27.43,2314.4,2,3.56,124.7,25.7,7.25,61.4,1
5.62,26.23,69.18,60.73,40.76,5.64,30.79,1683.4,2,0.96,285.8,167.5,28.51,67.6,0
4.01,24.54,61.42,75.83,38.89,2.2,28.84,878.3,3,2.66,36.2,261.4,0.11,74.4,1
4.13,43.61,99.26,108.19,48.2,13.59,36.96,681.6,3,0.31,51.3,500.1,5.0,100.0,1
3.94,21.82,40.87,48.98,27.79,0.0,43.49,788.8,2,0.95,190.2,19.1,3.43,37.1,0
2.56,12.26,29.2,63.38,22.89,0.0,45.15,765.4,5,0.3,159.5,49.3,56.28,78.7,1
0.77,6.89,17.79,31.87,22.73,0.0,43.12,959.0,4,5.38,63.0,78.8,1.87,77.5,1
5.56,31.51,70.36,59.6,46.55,10.53,28.37,504.4,3,0.35,226.5,140.1,0.07,59.8,0
18.65,85.39,213.34,158.5,87.87,48.0,36.5,2181.0,3,0.98,304.0,94.6,29.0,95.0,1
4.86,23.1,56.56,69.18,35.37,0.0,49.3,2158.8,3,0.15,72.3,355.3,51.67,81.4,1
11.34,52.39,115.28,96.45,46.63,13.3,22.53,1592.0,3,4.58,4.8,541.1,8.85,100.0,1
11.9,51.84,95.23,97.18,46.18,17.94,47.46,430.0,4,1.76,85.5,13.1,0.41,99.5,1
22.92,95.76,234.04,167.79,88.0,48.0,27.53,1988.4,2,5.91,161.5,216.5,24.11,99.1,1
11.14,74.81,126.4,118.7,61.39,30.0,38.5,429.8,4,0.08,29.8,21.8,35.1,98.9,1
5.78,32.72,81.52,73.62,46.13,12.88,39.51,523.5,2,0.35,12.6,410.8,7.38,89.9,1
10.52,49.05,123.91,106.06,60.47,22.25,37.61,983.1,3,0.86,40.3,27.6,4.2,97.8,1
16.9,85.11,217.13,171.23,88.0,48.0,54.94,1206.1,3,1.75,1.4,858.4,8.5,100.0,1
4.98,20.0,41.24,62.68,24.63,0.0,33.44,1043.2,1,0.72,150.8,100.5,2.21,20.9,0
2.2,26.72,44.61,44.74,30.14,0.0,22.06,647.0,2,2.24,18.9,86.6,20.39,57.9,0
0.7,5.01,7.72,47.63,18.99,0.0,39.03,535.5,1,0.32,154.3,158.9,0.35,7.6,0
9.1,71.2,173.77,150.44,72.18,42.91,34.55,2104.8,3,1.65,32.1,90.3,18.14,100.0,1
8.1,65.0,171.65,127.11,69.02,36.81,40.72,1062.7,3,0.91,580.3,48.1,3.7,95.9,1
1.29,10.94,25.28,65.31,31.62,0.0,43.5,759.1,5,1.28,91.1,178.5,0.09,64.6,1
7.53,37.54,60.13,74.0,33.8,4.64,35.71,1322.7,2,1.52,5.1,234.6,2.89,85.2,1
3.1,32.81,88.88,83.13,53.12,20.03,39.71,377.3,2,0.11,177.8,523.1,4.02,82.7,1
1.18,5.74,15.98,22.48,24.06,0.0,37.23,1560.6,3,4.64,63.3,94.7,4.35,55.5,1
29.28,147.95,296.9,221.98,88.0,48.0,51.23,821.8,2,2.78,112.2,220.2,6.98,97.2,1
2.69,21.9,48.89,44.19,40.86,5.75,32.85,1556.2,1,1.05,362.4,322.8,3.72,35.1,0
0.41,3.3,8.22,29.67,28.99,0.0,30.16,1589.7,3,1.43,87.4,320.4,3.58,24.5,0
6.3,33.73,82.0,76.69,45.13,5.24,43.49,1999.4,4,0.06,195.8,6.3,0.19,78.9,1
12.1,57.74,159.08,140.8,69.46,30.89,28.1,782.8,4,1.24,43.3,79.1,12.11,93.6,1
1.77,7.71,12.04,21.48,33.82,0.0,39.33,1273.3,2,1.0,150.4,2.4,14.22,29.0,0
9.82,43.68,96.66,104.82,50.15,16.66,34.56,2320.0,2,0.84,12.6,147.4,3.26,97.3,1
6.99,28.65,67.87,63.79,34.62,0.0,35.14,1827.0,3,3.04,268.6,360.6,1.47,66.8,1
2.04,11.42,30.21,44.62,31.96,0.0,56.72,2348.2,3,0.36,26.7,303.7,13.73,67.7,1
2.0,8.53,22.37,54.3,26.04,0.0,46.49,2247.5,4,0.35,43.1,300.1,32.15,67.0,1
7.94,36.52,101.14,98.88,34.23,4.86,44.68,1582.6,3,1.33,381.0,78.1,0.14,79.7,1
5.51,23.76,50.29,51.55,36.85,0.0,40.51,854.3,1,2.09,20.2,8.5,0.06,60.1,0
8.31,101.37,259.83,191.27,88.0,48.0,30.12,1889.5,2,0.04,35.2,34.1,2.88,100.0,1
16.36,66.99,133.85,105.76,64.42,28.47,38.22,1766.1,5,1.42,104.2,199.9,15.46,100.0,1
25.47,158.68,315.96,237.14,88.0,48.0,40.96,1536.7,3,0.64,473.7,25.9,13.48,100.0,1
4.49,20.82,36.54,43.72,21.2,0.0,37.69,1765.4,4,2.55,141.1,24.1,26.0,70.7,1
13.72,135.03,343.72,261.07,88.0,48.0,36.81,1588.5,3,1.14,14.6,78.6,0.48,99.5,1
3.83,25.97,72.21,78.03,42.5,8.14,32.62,1390.7,4,3.23,165.5,17.9,4.56,91.1,1
3.34,26.46,46.54,41.81,33.6,1.39,38.32,1173.5,2,0.91,66.7,72.0,11.92,42.6,0
0.31,2.42,3.57,21.28,21.12,0.0,31.53,393.9,4,3.16,584.4,629.3,12.86,36.4,0
0.38,3.74,9.51,21.15,16.25,0.0,41.98,2117.9,4,2.27,118.9,3.6,0.0,34.1,0
9.6,44.27,100.41,87.83,47.28,13.9,18.87,2117.6,1,3.17,91.1,319.5,23.84,92.1,1
2.24,27.46,75.34,77.19,39.01,2.95,47.55,1547.5,2,3.01,97.8,909.9,17.18,89.0,1
2.89,21.68,38.0,52.51,37.08,3.2,24.85,862.6,3,1.2,123.1,103.2,18.67,51.0,0
4.22,38.51,57.74,76.49,38.44,5.74,26.93,359.1,3,0.83,157.9,515.8,0.29,61.0,1
3.61,20.02,41.83,40.7,30.05,0.0,39.48,303.0,3,2.61,9.8,54.5,9.74,84.8,1
5.03,40.81,62.01,87.9,47.71,7.1,40.59,453.1,4,0.81,16.8,726.1,0.35,98.8,1
3.02,24.37,43.05,48.41,30.44,0.03,53.67,1055.8,4,0.17,42.9,355.9,1.21,73.7,1
10.77,66.07,104.16,86.21,52.51,18.49,38.52,695.6,3,3.52,78.0,388.8,29.43,97.3,1
13.14,68.81,117.92,112.48,52.02,21.61,35.66,856.6,3,0.91,44.7,25.1,12.26,100.0,1
2.8,27.84,43.12,69.28,41.86,0.01,37.63,1769.3,1,0.26,28.9,367.3,3.89,54.7,0
1.8,16.38,44.81,51.16,33.07,0.0,49.52,2314.2,2,1.87,310.9,512.0,0.06,43.3,0
3.74,30.65,54.87,74.27,36.06,1.55,56.61,734.2,3,3.97,4.0,307.7,22.04,98.5,1
14.55,59.25,119.78,122.62,52.7,20.13,34.43,1277.9,4,3.55,335.0,17.2,51.16,100.0,1
2.21,15.01,39.89,65.43,32.35,4.79,40.61,2382.1,4,1.46,285.3,15.9,5.9,64.7,1
3.89,21.39,50.22,39.18,41.26,2.38,35.37,2256.5,4,0.17,138.2,79.7,0.4,42.4,0
0.92,7.62,17.27,53.46,29.91,0.0,35.2,1039.9,3,2.15,4.0,219.7,14.97,78.4,1
5.19,31.76,75.83,89.14,41.4,7.52,51.97,971.3,2,1.69,30.6,2.3,1.05,91.8,1
2.59,27.97,71.6,81.66,50.26,10.88,28.13,808.6,3,0.42,464.2,541.6,3.07,65.9,1
6.03,70.21,184.57,159.17,76.92,44.33,16.16,626.3,1,4.15,283.7,134.2,0.06,100.0,1
2.03,12.68,29.17,68.03,25.54,0.0,38.7,1266.1,3,0.16,400.8,79.9,2.0,24.7,0
3.24,21.93,58.03,62.12,27.97,0.0,46.21,1016.4,1,0.84,666.3,148.3,4.78,35.3,0
6.61,63.99,137.56,97.44,56.03,29.1,37.87,1864.2,2,0.18,7.9,226.4,2.47,98.6,1
14.08,71.54,127.92,108.89,58.3,26.74,40.27,797.4,3,4.37,101.5,57.5,1.88,99.1,1
6.14,24.67,64.92,49.29,41.76,4.35,42.4,1846.3,1,0.06,215.6,61.9,14.7,42.0,0
5.25,35.66,76.96,68.27,49.7,16.75,36.94,905.1,3,1.0,46.2,113.7,1.29,86.1,1
2.47,13.28,35.43,54.44,23.35,0.0,40.73,1544.7,3,3.56,68.6,199.5,0.45,59.4,0
24.84,101.92,148.42,115.41,58.92,28.72,40.59,1640.7,4,0.52,40.0,220.6,2.47,95.3,1
2.92,13.18,25.79,52.61,20.16,0.0,19.35,1710.7,1,0.2,4.7,70.5,22.06,28.1,0
17.28,108.8,296.7,234.84,88.0,48.0,36.97,668.2,1,0.24,9.1,70.1,6.65,100.0,1
8.43,41.04,71.81,70.59,36.34,2.65,22.63,893.7,4,0.93,2.6,120.2,10.53,89.4,1
3.58,35.15,95.53,107.6,48.95,10.01,35.68,816.8,2,1.01,89.9,140.5,0.27,81.8,1
2.33,13.97,38.21,33.43,35.33,0.0,31.79,1509.9,4,2.28,115.6,188.7,28.26,58.8,1
3.34,26.22,69.09,87.72,33.66,0.56,44.79,459.1,2,0.49,44.1,173.1,14.8,71.1,1
3.38,31.48,68.91,87.08,34.44,0.0,38.08,1388.3,3,2.18,209.9,83.9,1.89,74.3,1
0.98,6.44,14.85,29.14,13.48,0.0,40.02,483.7,2,12.39,262.7,63.4,0.01,96.4,1
4.95,48.38,126.63,100.75,56.74,19.76,34.37,1007.8,3,3.59,18.1,66.2,3.04,95.5,1
27.46,138.1,343.34,241.9,88.0,48.0,44.94,1742.1,4,1.82,6.4,186.6,0.21,98.5,1
6.11,38.77,88.47,99.02,54.75,16.86,22.42,1166.4,3,5.06,46.2,102.2,19.3,99.9,1
8.6,50.49,140.12,133.5,61.69,26.23,28.39,888.7,4,8.5,149.8,26.0,3.71,94.5,1
0.33,3.15,7.45,24.68,21.06,0.0,46.93,1593.3,2,1.52,85.0,1.1,1.76,23.6,0
3.4,32.73,90.51,90.5,41.5,4.91,32.3,1854.6,5,0.58,80.4,5.4,2.38,76.5,1
2.04,11.38,16.85,22.21,15.75,0.0,17.76,834.6,3,4.44,19.8,363.8,32.93,57.6,1
8.33,33.64,53.65,60.96,26.81,0.0,48.35,928.7,2,3.35,52.0,110.2,5.2,86.0,1
10.4,107.94,219.34,192.52,77.68,47.28,45.15,1644.6,1,0.16,383.0,192.8,7.33,100.0,1
5.81,45.17,87.58,69.07,40.33,3.32,42.04,2327.0,1,4.96,50.0,476.2,0.43,93.2,1
1.06,4.66,11.64,55.2,17.26,0.0,36.8,749.1,1,0.82,107.4,24.3,2.5,14.5,0
1.71,18.54,30.13,61.68,30.7,0.0,50.12,1673.9,5,0.7,7.2,106.8,0.0,85.3,1
6.63,28.97,80.14,100.84,45.52,10.7,46.7,2203.8,3,0.76,7.9,139.4,37.68,100.0,1
4.51,26.68,49.12,45.01,31.0,0.0,49.16,1270.1,2,0.69,66.3,331.6,18.49,62.0,0
10.77,72.11,144.25,108.37,72.0,29.89,41.91,965.4,3,1.31,111.2,912.6,0.27,94.5,1
8.83,66.58,118.83,83.0,42.79,23.43,37.04,1700.4,3,1.56,55.9,223.9,17.88,99.9,1
5.92,45.38,100.33,102.83,48.44,14.41,32.61,366.0,2,1.0,23.7,184.8,5.0,89.4,1
3.86,29.28,43.39,62.19,30.84,0.0,25.21,1056.3,1,0.96,159.8,455.3,5.93,30.0,0
4.51,19.55,31.47,33.47,25.51,0.0,40.27,841.7,2,2.41,18.1,326.9,3.71,61.5,0
0.83,4.11,10.04,47.13,18.63,0.0,40.98,771.7,3,0.01,132.3,360.5,5.71,14.0,0
5.0,25.77,42.81,46.29,31.94,0.0,33.03,677.5,3,5.28,376.8,0.5,6.59,81.0,1
5.38,24.93,43.11,39.1,30.72,0.0,41.22,1847.8,5,2.26,76.3,130.0,0.43,69.5,1
5.93,47.91,120.26,102.19,51.32,18.92,33.18,2305.7,3,2.21,26.8,274.8,15.42,97.7,1
8.75,47.31,72.41,56.16,32.48,1.42,43.37,1108.0,3,0.99,221.4,36.0,0.85,65.9,1
1.23,7.8,15.69,27.05,14.69,0.0,28.5,403.1,5,6.08,84.5,250.6,1.54,69.9,1
6.68,31.36,44.92,50.91,30.85,0.0,27.03,1809.7,3,0.0,308.0,1.7,1.45,31.7,0
1.2,9.03,17.03,54.4,22.36,0.0,33.96,1430.2,3,0.14,153.0,154.1,6.59,19.9,0
3.04,16.04,38.16,65.47,29.5,0.0,43.04,1819.7,3,2.93,67.6,343.1,8.05,70.8,1
14.15,61.53,93.91,85.96,45.64,10.24,26.15,1660.6,4,2.42,115.3,101.6,2.7,94.5,1
2.28,15.37,40.63,64.01,28.24,0.0,44.92,2201.4,3,0.57,22.4,242.1,0.11,61.2,0
1.89,20.7,55.35,66.56,34.22,0.0,22.04,594.9,3,1.63,58.8,136.1,18.86,56.3,1
1.32,7.87,12.17,28.25,18.29,0.0,33.9,655.2,3,1.37,108.1,187.6,1.85,23.8,0
10.97,79.01,220.2,180.8,88.0,48.0,23.99,1017.3,3,1.35,107.0,130.9,1.75,98.9,1
6.63,34.1,61.95,76.02,32.55,0.0,14.0,1331.9,4,1.63,106.2,116.3,3.85,45.9,0
3.0,12.43,18.86,45.12,23.05,0.0,39.11,2244.0,3,9.13,163.3,331.7,2.65,86.1,1
5.4,33.21,46.73,63.18,28.74,0.0,34.49,2204.6,2,7.87,13.4,17.5,17.16,96.8,1
8.39,52.66,103.85,103.24,44.63,16.91,24.12,2130.9,3,7.2,9.2,158.2,6.11,94.8,1
21.34,111.56,254.56,187.77,88.0,48.0,31.61,767.3,5,1.43,19.2,22.0,0.09,100.0,1
1.32,13.51,25.2,60.49,26.44,0.0,39.76,1832.3,4,0.69,188.7,148.9,5.2,41.7,0
10.86,88.22,226.84,159.75,80.76,48.0,32.87,1105.3,3,1.48,8.0,596.4,4.16,93.5,1
24.96,105.64,253.88,209.8,88.0,48.0,34.31,2255.5,5,1.75,30.6,10.6,17.27,100.0,1
18.95,97.74,184.75,140.49,67.41,39.59,32.61,750.5,3,0.67,35.3,98.7,0.21,96.8,1
3.77,45.79,111.17,82.89,53.54,19.69,31.05,596.6,5,1.8,125.0,291.5,6.0,96.2,1
4.53,39.45,107.16,101.66,62.34,23.33,30.94,2069.0,2,1.75,61.6,83.1,17.02,100.0,1
3.84,19.56,29.94,41.38,23.13,0.0,30.69,1805.5,5,4.21,26.6,132.2,8.3,85.6,1
11.12,52.94,96.81,104.63,49.47,11.82,29.6,2025.0,1,0.49,71.6,21.9,0.0,86.8,1
8.69,39.0,79.9,76.32,42.64,15.24,27.35,631.7,4,2.15,138.8,45.4,1.09,90.9,1
7.04,54.31,113.89,109.12,55.9,22.63,32.77,2158.1,4,1.08,185.0,208.7,49.3,100.0,1
6.43,26.99,58.27,56.75,40.5,3.73,30.56,1723.0,4,0.25,15.9,317.5,23.52,78.5,1
8.03,46.17,84.06,69.07,44.77,14.77,26.89,1668.3,4,0.68,150.5,187.2,21.81,88.4,1
12.5,63.0,147.05,118.04,60.94,25.0,42.51,1523.4,3,0.11,0.5,326.4,2.05,97.0,1
1.88,10.37,23.89,47.83,24.08,0.0,46.48,1906.2,1,0.69,154.6,167.5,9.53,24.7,0
7.19,71.31,157.51,136.94,59.51,27.51,36.0,1172.8,3,0.13,129.8,299.1,7.11,98.9,1
6.9,28.33,44.17,59.73,31.79,0.0,36.57,578.9,3,4.67,75.9,732.2,1.61,83.6,1
8.0,79.33,164.03,156.08,58.22,26.38,30.11,1432.5,3,0.19,17.7,15.6,12.62,98.9,1
3.11,25.23,47.91,67.24,29.85,0.0,45.07,1871.0,2,3.06,173.6,117.6,43.31,87.2,1
6.63,30.37,63.39,88.12,44.39,5.82,50.77,622.7,2,4.26,8.9,37.9,4.43,98.0,1
18.15,98.01,263.71,181.72,88.0,48.0,34.61,770.4,3,1.13,271.1,112.7,2.08,98.8,1
4.77,21.46,44.47,36.67,37.81,1.35,31.57,1762.7,4,0.1,178.2,124.6,4.85,38.1,0
12.44,74.17,105.3,87.44,58.3,22.01,38.9,866.3,4,1.63,162.1,175.1,1.79,95.1,1
4.69,32.56,65.59,53.78,37.3,0.0,37.1,656.9,1,0.48,168.5,104.1,30.25,46.7,0
8.24,34.83,88.78,86.37,46.1,10.82,31.75,2167.7,5,0.35,8.4,70.7,24.53,95.5,1
1.92,22.34,55.67,64.54,33.78,0.0,40.01,637.9,5,1.51,552.0,7.9,16.48,75.5,1
8.59,38.09,80.71,83.34,37.72,4.35,43.97,1022.7,1,0.79,234.7,6.4,2.74,64.8,1
3.41,28.56,49.98,71.02,28.28,0.0,29.32,1199.7,3,2.36,85.1,34.6,18.11,66.9,0
2.78,12.39,25.41,65.22,32.17,2.76,57.61,1299.9,3,1.61,152.5,107.3,1.29,70.1,1
2.36,22.77,49.84,76.92,35.21,0.0,22.97,1058.8,3,3.18,161.3,97.3,12.88,69.1,1
2.38,13.31,37.27,34.55,41.51,2.15,28.76,2216.3,3,0.11,212.5,38.1,0.72,19.8,0
31.73,137.39,316.25,225.79,88.0,48.0,37.99,1683.1,3,0.48,35.4,311.0,2.03,99.4,1
19.16,119.35,283.09,200.52,88.0,48.0,55.1,1054.9,2,1.51,55.8,207.1,0.12,95.6,1
5.14,24.84,51.87,46.67,39.57,3.21,31.22,1051.2,1,3.82,192.9,75.7,6.29,58.6,1
11.56,53.33,101.12,95.24,46.48,15.56,26.94,1356.2,2,3.02,175.8,287.0,7.24,94.2,1
5.6,27.29,69.27,74.92,46.7,10.97,40.67,370.7,4,2.05,88.7,815.8,1.95,92.7,1
10.82,45.58,95.39,77.23,43.79,9.19,33.89,2245.9,2,1.54,60.5,50.6,0.83,84.4,1
10.27,65.86,183.91,156.58,65.18,31.61,41.65,768.9,4,1.8,414.7,81.1,0.0,100.0,1
12.1,110.56,225.53,184.58,78.37,48.0,35.4,1764.9,3,0.43,64.3,890.5,6.45,99.7,1
1.63,18.46,27.61,23.89,23.26,0.0,28.71,1933.2,3,1.63,173.3,26.7,1.49,27.4,0
7.65,62.75,147.82,118.89,56.35,20.35,55.97,2037.5,4,1.23,63.9,14.5,42.98,100.0,1
2.43,23.24,34.05,67.19,26.1,0.0,14.0,647.8,2,0.87,44.5,132.5,3.53,22.7,0
28.8,164.73,288.39,215.87,88.0,48.0,51.47,1427.1,2,3.94,122.9,113.7,1.17,100.0,1
1.1,9.83,18.63,32.75,35.99,0.0,43.93,475.7,5,3.18,197.8,14.7,2.35,71.3,1
3.58,41.28,100.54,81.77,40.17,10.27,29.66,1990.1,3,0.14,478.0,61.7,0.08,68.5,1
3.46,40.17,84.03,70.57,51.11,11.45,51.92,1321.5,2,7.65,19.3,97.7,14.8,100.0,1
9.44,42.62,61.38,49.39,34.32,2.02,24.34,632.8,2,0.47,250.6,310.9,13.95,45.6,0
3.46,19.19,43.44,70.01,34.25,0.95,44.57,1809.2,4,0.44,89.1,221.5,7.82,70.0,1
14.58,103.53,204.57,141.87,67.36,42.05,18.3,995.5,3,5.18,13.7,442.7,0.07,100.0,1
2.41,10.41,28.0,36.35,30.98,0.0,26.26,540.5,2,1.06,189.8,72.8,23.05,25.7,0
3.37,36.69,77.03,57.12,29.54,0.0,26.24,1268.3,4,2.95,48.3,66.6,0.22,73.7,1
4.64,18.83,45.05,69.45,34.5,0.0,29.62,794.0,3,0.61,243.2,112.0,0.32,34.7,0
4.06,21.99,37.52,31.16,32.05,0.0,36.1,2295.5,5,3.72,20.6,1.4,18.12,86.9,1
4.15,37.33,92.02,78.69,46.91,8.48,28.98,1058.9,2,3.21,149.0,41.8,43.71,91.9,1
3.95,20.22,48.71,62.46,29.23,0.0,18.69,1502.2,3,1.32,42.9,42.8,19.73,44.9,0
4.09,19.51,52.02,57.24,37.86,1.58,39.94,2291.6,2,2.2,35.7,11.3,1.67,68.1,1
1.9,12.4,17.95,29.37,27.37,0.0,36.42,1126.8,3,5.99,6.2,109.3,10.7,88.4,1
5.36,23.65,47.94,48.54,32.16,0.0,39.48,1052.1,2,1.08,78.9,424.7,14.95,50.7,0
5.97,56.49,132.8,127.22,61.21,30.93,37.46,641.1,3,1.23,59.6,0.7,1.51,94.6,1
10.92,85.74,131.45,134.27,56.23,28.72,44.11,2270.4,2,2.31,7.6,178.2,28.3,98.1,1
1.54,16.03,31.66,41.24,32.04,0.0,35.36,1981.6,2,0.88,30.8,380.6,48.87,63.6,1
3.64,31.42,85.43,62.29,43.16,4.16,44.61,764.1,5,5.85,80.2,20.5,0.0,97.2,1
0.99,8.25,16.58,17.42,25.94,0.0,29.41,998.6,1,0.07,198.2,448.6,5.62,10.8,0
3.2,13.54,37.65,63.64,33.99,0.0,29.89,2221.3,3,0.93,318.2,307.2,3.87,34.0,0
4.63,49.66,73.47,77.61,38.19,4.07,47.7,1428.3,3,2.25,86.9,43.5,1.38,86.2,1
7.06,46.25,111.22,112.56,43.74,11.99,47.52,1468.3,4,1.01,62.0,424.4,10.29,98.0,1
1.69,9.91,21.95,50.65,27.8,0.0,40.88,1661.1,4,0.54,371.5,293.3,0.61,33.2,0
4.18,17.98,37.76,70.38,37.71,0.0,28.44,1900.5,4,0.96,395.2,21.3,15.91,55.9,1
1.24,4.96,13.68,53.75,25.63,0.0,27.76,2272.5,5,3.84,25.3,319.6,46.8,82.8,1
15.69,75.41,119.27,118.0,55.3,29.76,47.29,1984.7,4,1.43,91.0,140.6,9.31,100.0,1
31.55,128.76,341.78,248.54,88.0,48.0,46.82,2262.6,4,0.73,206.4,304.7,14.88,100.0,1
2.9,13.57,32.12,39.75,33.43,0.0,35.46,2023.3,3,2.0,207.3,173.1,13.85,50.7,0
3.49,14.3,25.21,44.2,25.94,0.0,55.91,397.5,4,1.7,138.6,89.5,13.91,69.3,1
15.18,75.82,201.86,158.81,73.8,35.45,39.9,546.8,3,1.48,76.5,165.4,0.12,100.0,1
9.45,101.02,202.15,163.86,83.23,48.0,26.59,2158.3,2,0.89,62.0,182.0,22.2,100.0,1
4.72,31.82,80.81,65.9,39.44,4.6,33.66,358.2,3,0.13,197.0,261.6,0.0,58.0,1
2.08,10.96,21.3,48.35,31.3,0.0,36.05,1967.8,3,1.75,30.7,319.7,10.78,57.7,1
1.98,14.2,36.81,49.47,36.94,0.0,36.73,2084.7,3,0.98,67.1,195.9,0.59,43.3,0
4.28,33.83,77.52,83.29,45.11,2.27,46.63,1172.5,3,1.01,100.4,822.7,1.85,82.6,1
4.5,25.26,40.35,42.01,23.8,0.0,27.87,1045.2,2,0.48,213.9,271.4,2.25,14.7,0
1.86,7.78,17.96,36.22,25.19,0.0,24.68,708.2,3,0.52,56.2,435.0,11.4,17.6,0
2.65,30.81,51.39,47.86,33.18,4.01,41.12,402.7,5,2.79,95.5,69.3,4.58,86.0,1
1.84,8.75,17.3,55.63,21.87,0.0,31.69,1865.3,3,1.17,39.3,68.4,1.41,33.9,0
13.01,64.11,105.04,95.23,50.27,18.89,56.6,454.8,2,0.21,217.6,81.0,0.72,92.4,1
5.29,21.69,31.03,35.29,33.3,0.86,44.02,2283.8,3,0.08,184.8,104.3,0.02,36.8,0
2.97,12.48,21.18,20.62,23.18,0.0,31.53,923.2,4,0.46,205.8,585.8,8.19,18.3,0
8.31,39.64,85.25,90.82,42.84,10.39,46.31,1967.9,5,1.2,7.1,13.7,0.02,93.7,1
3.16,18.75,38.88,39.93,29.44,0.0,42.21,425.3,4,1.73,80.1,124.2,0.04,53.9,0
14.82,129.22,271.63,226.09,88.0,48.0,41.39,1426.2,2,0.28,17.5,31.6,0.0,99.4,1
6.29,36.45,63.66,70.4,36.28,0.0,34.96,1033.1,3,1.02,134.4,299.8,2.7,63.2,1
3.23,15.39,36.31,41.61,22.76,0.0,39.57,363.0,5,0.14,44.8,5.7,16.4,53.3,0
10.32,44.45,106.06,103.54,40.26,7.72,18.12,1677.2,3,0.07,178.8,109.3,0.76,62.5,0
3.76,17.53,33.33,39.05,31.51,0.0,47.2,2280.6,2,3.58,8.1,90.4,0.0,81.3,1
10.24,90.42,238.14,196.7,82.12,48.0,14.0,322.6,2,1.93,86.4,17.4,0.81,99.5,1
3.89,21.37,49.18,50.84,37.78,3.05,32.24,867.9,5,2.73,15.8,85.1,0.7,81.3,1
5.29,38.74,92.92,109.87,38.03,1.34,22.44,1777.6,3,0.36,97.9,298.0,2.07,62.0,1
0.94,11.47,20.52,45.57,22.51,0.0,31.74,2129.6,5,0.7,112.2,26.6,7.61,37.2,0
2.79,24.43,34.22,65.24,21.6,0.0,35.37,700.6,2,1.06,74.4,738.9,30.16,48.3,0
7.33,73.83,192.81,133.61,76.6,41.02,25.83,448.5,4,1.93,39.4,10.8,1.67,100.0,1
14.97,67.06,171.11,131.89,71.8,36.24,14.0,318.1,1,1.38,3.9,61.4,6.66,95.2,1
2.29,18.45,29.02,57.05,30.16,0.0,37.76,751.9,2,1.44,130.2,268.4,0.07,39.0,0
2.22,17.27,33.23,56.07,22.79,0.0,53.73,449.8,3,0.31,245.2,79.6,1.96,39.3,0
14.51,59.67,138.78,103.95,54.38,22.78,33.01,1054.7,3,1.16,158.8,117.8,34.52,100.0,1
14.98,103.72,239.9,176.97,88.0,48.0,44.15,1224.3,4,3.13,268.2,37.2,3.83,99.0,1
0.75,9.15,23.83,32.34,16.55,0.0,48.79,1307.8,5,1.28,318.3,226.3,0.44,40.0,0
4.5,35.07,55.98,68.99,34.23,0.0,19.85,598.9,1,0.4,71.6,35.6,1.78,29.7,0
2.68,26.68,53.41,55.22,44.06,3.86,32.11,1274.4,2,0.96,143.7,340.0,26.9,57.8,1
7.84,80.41,123.52,99.19,53.51,21.46,25.15,319.0,3,2.53,60.8,139.6,34.95,100.0,1
0.64,6.84,13.3,22.98,14.79,0.0,29.15,802.8,4,0.26,302.4,143.0,9.66,14.1,0
2.05,11.36,16.14,33.9,20.87,0.0,50.47,1075.1,4,1.56,99.3,487.9,2.76,49.7,0
